year,Girls,Boys
1880,0,0
1881,0,0
1882,5,0
1883,8,0
1884,7,0
1885,8,0
1886,7,0
1887,10,0
1888,19,0
1889,11,0
1890,20,0
1891,24,0
1892,22,0
1893,10,0
1894,16,0
1895,13,0
1896,13,0
1897,27,0
1898,26,0
1899,20,0
1900,38,0
1901,30,0
1902,43,0
1903,29,0
1904,39,0
1905,41,0
1906,33,0
1907,45,0
1908,38,0
1909,40,0
1910,46,0
1911,49,0
1912,82,0
1913,55,0
1914,85,0
1915,67,0
1916,97,0
1917,104,6
1918,109,0
1919,109,0
1920,150,6
1921,157,0
1922,157,0
1923,133,0
1924,154,0
1925,168,0
1926,167,0
1927,179,7
1928,198,0
1929,191,0
1930,169,0
1931,133,0
1932,111,5
1933,109,0
1934,120,0
1935,98,0
1936,80,0
1937,98,0
1938,96,0
1939,79,0
1940,83,0
1941,69,0
1942,77,0
1943,89,0
1944,81,0
1945,112,0
1946,102,0
1947,103,0
1948,130,0
1949,103,0
1950,98,0
1951,100,0
1952,101,0
1953,109,0
1954,100,0
1955,76,0
1956,90,0
1957,114,0
1958,92,0
1959,96,0
1960,129,0
1961,89,0
1962,86,0
1963,99,0
1964,94,0
1965,88,0
1966,102,0
1967,91,0
1968,89,0
1969,118,0
1970,107,0
1971,130,6
1972,109,0
1973,127,0
1974,148,0
1975,129,0
1976,137,0
1977,125,0
1978,139,0
1979,142,0
1980,166,6
1981,165,6
1982,159,0
1983,123,0
1984,116,0
1985,153,0
1986,106,5
1987,116,7
1988,134,0
1989,146,0
1990,133,0
1991,138,0
1992,148,0
1993,133,7
1994,128,0
1995,117,0
1996,138,0
1997,104,0
1998,90,0
1999,97,0
2000,103,0
2001,90,0
2002,88,0
2003,79,0
2004,87,0
2005,67,0
2006,67,0
2007,66,0
2008,68,0
2009,60,0
2010,51,0
2011,35,0
2012,46,0
2013,51,0
2014,51,0
2015,43,0
2016,59,0
2017,41,0
2018,44,0
2019,51,0
