year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,7,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,5,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,5
1933,6,5
1934,0,6
1935,7,0
1936,0,0
1937,5,7
1938,8,7
1939,0,5
1940,0,9
1941,6,10
1942,6,16
1943,15,23
1944,30,59
1945,36,71
1946,50,165
1947,70,258
1948,62,297
1949,63,316
1950,56,367
1951,66,530
1952,73,734
1953,61,905
1954,52,1004
1955,47,873
1956,40,869
1957,24,834
1958,26,790
1959,25,742
1960,18,524
1961,28,457
1962,19,419
1963,14,413
1964,19,334
1965,18,281
1966,10,237
1967,16,207
1968,11,223
1969,16,195
1970,24,147
1971,19,168
1972,18,149
1973,12,182
1974,11,137
1975,18,160
1976,13,130
1977,17,143
1978,18,133
1979,28,154
1980,28,144
1981,29,141
1982,24,141
1983,25,126
1984,19,105
1985,19,120
1986,20,102
1987,18,109
1988,27,104
1989,15,103
1990,21,90
1991,10,82
1992,23,97
1993,25,89
1994,26,69
1995,24,74
1996,17,58
1997,29,52
1998,17,49
1999,9,54
2000,20,46
2001,6,51
2002,7,50
2003,10,39
2004,10,37
2005,13,37
2006,0,33
2007,11,35
2008,8,39
2009,8,29
2010,0,35
2011,12,41
2012,10,34
2013,6,26
2014,6,24
2015,8,31
2016,17,14
2017,5,19
2018,7,24
2019,11,13
