year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,7,0
1940,5,0
1941,12,0
1942,25,0
1943,36,0
1944,21,0
1945,34,0
1946,43,0
1947,52,0
1948,41,0
1949,49,0
1950,43,0
1951,53,5
1952,41,5
1953,49,0
1954,70,0
1955,295,12
1956,134,5
1957,94,7
1958,89,7
1959,80,0
1960,79,6
1961,56,8
1962,60,5
1963,79,8
1964,89,0
1965,68,8
1966,109,0
1967,210,10
1968,124,0
1969,93,0
1970,77,6
1971,91,0
1972,76,0
1973,54,7
1974,70,7
1975,61,7
1976,82,5
1977,83,13
1978,79,10
1979,69,12
1980,69,11
1981,72,11
1982,60,5
1983,72,8
1984,51,10
1985,58,0
1986,54,9
1987,50,7
1988,70,9
1989,58,12
1990,48,16
1991,45,11
1992,64,12
1993,49,0
1994,51,7
1995,44,5
1996,47,11
1997,40,12
1998,50,16
1999,32,16
2000,32,12
2001,24,19
2002,38,11
2003,28,28
2004,28,31
2005,30,37
2006,36,37
2007,31,44
2008,27,34
2009,28,31
2010,22,20
2011,28,14
2012,19,14
2013,19,9
2014,28,8
2015,25,6
2016,29,19
2017,27,11
2018,26,11
2019,15,11
