year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,0
1953,0,0
1954,0,0
1955,0,0
1956,0,0
1957,0,0
1958,0,0
1959,0,0
1960,0,0
1961,0,0
1962,0,0
1963,0,0
1964,0,0
1965,0,0
1966,8,0
1967,8,7
1968,12,0
1969,10,5
1970,9,7
1971,24,18
1972,22,23
1973,18,23
1974,20,44
1975,18,47
1976,31,61
1977,27,101
1978,26,104
1979,36,102
1980,18,92
1981,20,78
1982,18,104
1983,12,100
1984,15,96
1985,25,114
1986,16,170
1987,34,136
1988,33,150
1989,31,163
1990,28,199
1991,30,211
1992,32,226
1993,30,243
1994,23,213
1995,20,248
1996,6,191
1997,17,194
1998,11,235
1999,10,168
2000,6,190
2001,5,181
2002,0,129
2003,0,130
2004,0,123
2005,0,149
2006,0,169
2007,0,134
2008,0,141
2009,0,119
2010,0,130
2011,0,110
2012,0,89
2013,0,81
2014,0,68
2015,0,85
2016,0,55
2017,0,67
2018,0,67
2019,0,45
