year,Girls,Boys
1880,0,0
1881,0,0
1882,0,5
1883,0,0
1884,0,0
1885,0,0
1886,0,7
1887,0,5
1888,0,0
1889,0,11
1890,0,0
1891,0,9
1892,0,13
1893,0,11
1894,0,9
1895,0,9
1896,0,9
1897,0,13
1898,0,13
1899,0,10
1900,0,8
1901,0,13
1902,0,15
1903,0,9
1904,0,10
1905,0,13
1906,0,13
1907,0,19
1908,6,24
1909,0,12
1910,0,19
1911,0,30
1912,6,55
1913,0,68
1914,9,95
1915,8,100
1916,10,117
1917,8,85
1918,8,100
1919,8,98
1920,6,103
1921,7,101
1922,8,130
1923,6,94
1924,11,108
1925,0,99
1926,7,81
1927,6,90
1928,7,99
1929,0,96
1930,6,97
1931,0,85
1932,6,72
1933,7,71
1934,0,59
1935,0,53
1936,0,69
1937,0,63
1938,0,50
1939,6,69
1940,6,72
1941,0,63
1942,6,68
1943,0,58
1944,0,48
1945,0,61
1946,0,64
1947,7,69
1948,0,83
1949,0,69
1950,0,65
1951,0,71
1952,0,86
1953,6,81
1954,0,110
1955,0,93
1956,0,94
1957,0,98
1958,0,99
1959,0,97
1960,0,93
1961,0,115
1962,7,106
1963,0,99
1964,5,98
1965,0,96
1966,5,110
1967,6,105
1968,0,130
1969,9,153
1970,10,167
1971,0,187
1972,11,180
1973,0,192
1974,0,162
1975,7,181
1976,0,182
1977,5,182
1978,0,171
1979,12,157
1980,0,158
1981,5,167
1982,6,191
1983,6,178
1984,6,207
1985,5,255
1986,9,268
1987,5,253
1988,8,303
1989,9,303
1990,0,450
1991,0,370
1992,0,311
1993,0,270
1994,0,260
1995,0,251
1996,0,254
1997,0,259
1998,6,256
1999,0,268
2000,0,304
2001,0,266
2002,0,270
2003,0,251
2004,0,304
2005,0,316
2006,0,331
2007,0,333
2008,0,397
2009,5,400
2010,0,368
2011,0,356
2012,0,387
2013,0,422
2014,0,460
2015,0,531
2016,0,548
2017,0,559
2018,0,534
2019,0,542
