year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,6
1915,0,0
1916,0,0
1917,0,5
1918,0,0
1919,0,0
1920,0,0
1921,0,8
1922,0,5
1923,0,0
1924,0,0
1925,0,5
1926,0,0
1927,0,0
1928,0,5
1929,0,7
1930,0,8
1931,0,0
1932,0,5
1933,0,0
1934,0,5
1935,0,0
1936,0,5
1937,0,8
1938,0,9
1939,0,8
1940,0,8
1941,0,6
1942,0,7
1943,0,6
1944,0,8
1945,0,6
1946,0,8
1947,0,10
1948,0,8
1949,0,10
1950,0,11
1951,0,15
1952,0,11
1953,0,18
1954,0,20
1955,0,21
1956,0,16
1957,0,23
1958,0,19
1959,0,25
1960,0,25
1961,0,21
1962,0,24
1963,0,24
1964,0,26
1965,0,18
1966,0,14
1967,0,29
1968,0,21
1969,0,22
1970,0,22
1971,0,27
1972,0,31
1973,0,16
1974,0,22
1975,0,21
1976,0,27
1977,0,22
1978,0,20
1979,0,29
1980,0,27
1981,0,21
1982,0,25
1983,0,29
1984,0,28
1985,0,25
1986,0,16
1987,0,25
1988,0,23
1989,0,49
1990,0,18
1991,0,20
1992,0,19
1993,0,18
1994,0,27
1995,0,36
1996,0,69
1997,0,157
1998,0,359
1999,0,253
2000,0,177
2001,0,167
2002,0,224
2003,0,236
2004,0,240
2005,0,201
2006,0,264
2007,0,212
2008,0,179
2009,0,196
2010,0,203
2011,0,154
2012,0,144
2013,0,148
2014,0,161
2015,0,160
2016,0,129
2017,0,119
2018,0,103
2019,0,82
