year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,6,0
1915,6,0
1916,0,0
1917,0,0
1918,9,0
1919,0,0
1920,0,0
1921,6,0
1922,10,0
1923,8,0
1924,16,0
1925,7,0
1926,12,0
1927,15,0
1928,23,0
1929,11,0
1930,19,0
1931,24,0
1932,27,0
1933,24,0
1934,25,0
1935,37,0
1936,35,0
1937,28,0
1938,38,0
1939,39,0
1940,32,0
1941,56,0
1942,66,0
1943,102,0
1944,76,0
1945,69,0
1946,84,0
1947,88,0
1948,74,0
1949,81,0
1950,91,0
1951,96,0
1952,110,0
1953,86,0
1954,107,0
1955,97,0
1956,91,0
1957,90,0
1958,73,0
1959,88,0
1960,63,0
1961,72,0
1962,66,0
1963,61,0
1964,45,0
1965,43,0
1966,40,0
1967,26,0
1968,31,0
1969,26,0
1970,28,0
1971,31,0
1972,21,0
1973,11,0
1974,11,0
1975,14,0
1976,8,0
1977,26,0
1978,17,0
1979,12,0
1980,12,0
1981,17,0
1982,19,0
1983,20,0
1984,11,0
1985,11,0
1986,11,0
1987,10,0
1988,14,0
1989,11,0
1990,6,0
1991,9,0
1992,5,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,6,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,7,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
