year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,6
1899,0,0
1900,0,0
1901,0,5
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,7
1914,0,7
1915,0,7
1916,0,14
1917,0,10
1918,0,11
1919,0,10
1920,0,8
1921,0,13
1922,0,11
1923,0,11
1924,0,11
1925,0,9
1926,0,12
1927,0,9
1928,0,11
1929,0,11
1930,0,9
1931,0,14
1932,0,13
1933,0,9
1934,0,20
1935,0,11
1936,0,23
1937,0,27
1938,0,22
1939,0,25
1940,0,35
1941,0,34
1942,0,43
1943,0,58
1944,0,49
1945,0,73
1946,0,97
1947,0,101
1948,0,70
1949,0,64
1950,0,53
1951,0,40
1952,0,50
1953,0,57
1954,0,82
1955,0,96
1956,0,167
1957,0,221
1958,0,299
1959,0,349
1960,0,342
1961,0,342
1962,0,302
1963,0,291
1964,0,265
1965,0,182
1966,0,135
1967,0,124
1968,0,124
1969,0,115
1970,0,127
1971,0,103
1972,0,73
1973,0,66
1974,0,56
1975,0,52
1976,0,49
1977,0,49
1978,0,48
1979,0,50
1980,0,60
1981,0,57
1982,0,45
1983,0,45
1984,0,31
1985,0,34
1986,0,45
1987,0,34
1988,0,33
1989,0,20
1990,0,24
1991,0,30
1992,0,20
1993,0,18
1994,0,14
1995,0,14
1996,0,16
1997,0,13
1998,0,9
1999,0,12
2000,0,9
2001,0,9
2002,0,7
2003,0,7
2004,0,7
2005,0,9
2006,0,5
2007,0,12
2008,0,0
2009,0,5
2010,0,7
2011,0,12
2012,0,12
2013,0,6
2014,0,5
2015,0,8
2016,0,8
2017,0,7
2018,0,13
2019,0,10
