year,Boys,Girls
1880,13,0
1881,17,0
1882,9,0
1883,15,0
1884,19,0
1885,22,0
1886,28,0
1887,29,0
1888,33,0
1889,39,0
1890,43,0
1891,58,0
1892,71,0
1893,65,0
1894,100,0
1895,87,0
1896,109,0
1897,82,0
1898,133,0
1899,93,0
1900,116,0
1901,124,0
1902,129,0
1903,126,0
1904,128,0
1905,162,0
1906,150,0
1907,167,0
1908,183,0
1909,208,0
1910,236,0
1911,259,0
1912,335,0
1913,410,5
1914,502,0
1915,662,0
1916,665,7
1917,618,0
1918,689,0
1919,706,0
1920,699,0
1921,748,5
1922,728,0
1923,728,5
1924,772,7
1925,792,0
1926,748,8
1927,726,0
1928,729,0
1929,642,6
1930,680,6
1931,652,0
1932,657,6
1933,627,0
1934,636,0
1935,614,0
1936,609,0
1937,601,0
1938,574,0
1939,538,5
1940,550,0
1941,525,0
1942,526,0
1943,529,0
1944,440,0
1945,442,0
1946,475,0
1947,488,0
1948,440,0
1949,432,0
1950,362,0
1951,441,0
1952,429,0
1953,440,0
1954,453,0
1955,444,0
1956,452,0
1957,403,0
1958,366,0
1959,349,0
1960,382,0
1961,308,0
1962,268,0
1963,240,0
1964,218,0
1965,199,0
1966,167,0
1967,164,0
1968,116,0
1969,113,0
1970,122,0
1971,108,0
1972,81,0
1973,84,0
1974,65,0
1975,49,0
1976,65,0
1977,58,0
1978,56,0
1979,49,0
1980,37,0
1981,46,0
1982,42,0
1983,45,0
1984,47,0
1985,50,0
1986,83,0
1987,102,0
1988,109,0
1989,97,0
1990,108,0
1991,156,0
1992,169,0
1993,157,0
1994,149,0
1995,123,0
1996,108,0
1997,65,0
1998,55,0
1999,46,0
2000,36,0
2001,33,0
2002,34,0
2003,30,0
2004,32,0
2005,28,0
2006,30,0
2007,24,0
2008,21,0
2009,25,0
2010,18,0
2011,21,0
2012,14,0
2013,11,0
2014,19,0
2015,14,0
2016,23,0
2017,19,0
2018,22,0
2019,26,0
