year,Girls,Boys
1880,0,0
1881,0,0
1882,0,5
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,6
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,8
1910,0,0
1911,0,0
1912,0,11
1913,0,8
1914,0,5
1915,0,11
1916,0,9
1917,0,10
1918,0,13
1919,0,11
1920,0,13
1921,0,14
1922,0,11
1923,0,0
1924,0,9
1925,0,21
1926,0,6
1927,0,12
1928,0,13
1929,0,10
1930,0,11
1931,0,14
1932,0,10
1933,0,11
1934,0,16
1935,0,13
1936,0,16
1937,0,14
1938,0,24
1939,0,15
1940,0,28
1941,0,18
1942,0,19
1943,0,17
1944,0,20
1945,0,22
1946,0,18
1947,0,34
1948,0,22
1949,0,30
1950,0,39
1951,0,29
1952,0,30
1953,0,26
1954,0,35
1955,0,32
1956,0,53
1957,0,35
1958,0,45
1959,0,35
1960,0,48
1961,0,56
1962,0,57
1963,0,53
1964,0,48
1965,0,49
1966,0,34
1967,0,36
1968,0,33
1969,0,48
1970,0,53
1971,0,55
1972,0,25
1973,0,35
1974,0,36
1975,0,45
1976,0,24
1977,0,32
1978,0,48
1979,0,33
1980,0,26
1981,0,31
1982,0,42
1983,0,39
1984,0,31
1985,0,32
1986,0,43
1987,0,40
1988,0,42
1989,0,39
1990,0,52
1991,0,38
1992,0,35
1993,0,27
1994,0,31
1995,0,25
1996,0,25
1997,0,29
1998,0,31
1999,0,24
2000,0,25
2001,0,24
2002,0,30
2003,0,27
2004,0,33
2005,0,33
2006,0,31
2007,0,35
2008,0,25
2009,0,20
2010,0,26
2011,0,28
2012,0,14
2013,0,17
2014,0,17
2015,0,30
2016,0,13
2017,0,16
2018,0,10
2019,0,13
