year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,7
1893,0,5
1894,0,0
1895,0,7
1896,0,10
1897,0,7
1898,0,7
1899,0,0
1900,0,11
1901,0,0
1902,0,0
1903,0,10
1904,0,8
1905,0,7
1906,0,10
1907,0,8
1908,0,9
1909,0,14
1910,0,11
1911,0,23
1912,0,37
1913,0,44
1914,0,77
1915,6,109
1916,6,123
1917,5,129
1918,13,133
1919,10,136
1920,14,173
1921,16,199
1922,9,186
1923,13,207
1924,17,233
1925,26,221
1926,23,243
1927,17,249
1928,29,260
1929,21,281
1930,15,289
1931,20,297
1932,18,305
1933,29,289
1934,19,296
1935,23,365
1936,24,317
1937,22,326
1938,35,332
1939,27,298
1940,32,334
1941,15,357
1942,45,323
1943,59,372
1944,54,347
1945,59,323
1946,47,354
1947,38,361
1948,35,356
1949,43,328
1950,43,325
1951,29,357
1952,39,361
1953,58,354
1954,36,365
1955,29,373
1956,57,356
1957,39,329
1958,33,334
1959,24,337
1960,34,300
1961,20,274
1962,19,291
1963,27,276
1964,30,252
1965,18,220
1966,17,193
1967,18,228
1968,19,186
1969,15,231
1970,14,213
1971,14,228
1972,12,186
1973,18,164
1974,9,160
1975,9,146
1976,8,172
1977,17,182
1978,9,171
1979,5,187
1980,11,178
1981,7,190
1982,8,216
1983,7,167
1984,6,195
1985,13,215
1986,7,183
1987,5,196
1988,14,202
1989,5,194
1990,8,211
1991,7,194
1992,5,197
1993,10,206
1994,0,196
1995,7,192
1996,7,179
1997,6,132
1998,0,155
1999,7,158
2000,0,179
2001,0,130
2002,0,133
2003,7,136
2004,0,148
2005,0,194
2006,6,216
2007,5,227
2008,8,225
2009,13,218
2010,15,306
2011,34,478
2012,44,541
2013,41,512
2014,43,604
2015,46,534
2016,62,660
2017,74,649
2018,72,691
2019,56,795
