year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,7
1922,0,12
1923,0,12
1924,0,12
1925,0,5
1926,0,9
1927,0,12
1928,0,12
1929,0,15
1930,0,18
1931,0,12
1932,0,12
1933,0,10
1934,0,19
1935,0,12
1936,0,10
1937,0,9
1938,0,18
1939,0,22
1940,0,10
1941,0,18
1942,0,18
1943,0,15
1944,0,20
1945,0,27
1946,0,25
1947,0,29
1948,0,26
1949,0,28
1950,0,30
1951,0,35
1952,0,48
1953,0,40
1954,0,34
1955,0,28
1956,0,28
1957,0,49
1958,0,39
1959,0,45
1960,0,30
1961,0,39
1962,0,40
1963,0,36
1964,0,39
1965,0,32
1966,0,35
1967,0,38
1968,0,25
1969,0,43
1970,0,35
1971,0,49
1972,0,40
1973,0,38
1974,0,32
1975,0,45
1976,0,49
1977,0,52
1978,0,45
1979,0,48
1980,0,53
1981,0,66
1982,0,52
1983,0,52
1984,0,50
1985,0,47
1986,0,43
1987,0,47
1988,0,38
1989,0,43
1990,0,51
1991,0,49
1992,0,43
1993,0,58
1994,0,39
1995,0,30
1996,0,33
1997,0,36
1998,0,32
1999,0,40
2000,0,37
2001,0,22
2002,0,27
2003,0,28
2004,0,32
2005,0,25
2006,0,33
2007,0,25
2008,0,22
2009,0,16
2010,0,15
2011,0,16
2012,0,20
2013,0,15
2014,0,16
2015,0,9
2016,0,11
2017,0,6
2018,0,11
2019,0,9
