year,Boys,Girls
1880,0,14
1881,0,0
1882,0,12
1883,0,0
1884,0,9
1885,0,9
1886,0,8
1887,0,8
1888,0,10
1889,0,8
1890,0,13
1891,0,13
1892,0,11
1893,0,8
1894,0,10
1895,0,7
1896,0,13
1897,0,14
1898,0,17
1899,0,9
1900,0,23
1901,0,14
1902,0,22
1903,0,16
1904,0,15
1905,0,26
1906,0,30
1907,0,35
1908,0,23
1909,0,30
1910,0,40
1911,0,49
1912,0,73
1913,0,93
1914,0,110
1915,0,141
1916,0,134
1917,0,119
1918,0,130
1919,0,122
1920,0,116
1921,0,107
1922,0,125
1923,0,147
1924,0,128
1925,0,108
1926,0,112
1927,0,99
1928,0,100
1929,0,79
1930,0,92
1931,0,70
1932,0,81
1933,0,71
1934,0,56
1935,0,62
1936,0,56
1937,0,52
1938,0,59
1939,0,55
1940,0,51
1941,0,55
1942,0,49
1943,0,58
1944,0,58
1945,0,50
1946,0,57
1947,0,72
1948,0,84
1949,0,76
1950,0,73
1951,0,84
1952,0,67
1953,0,62
1954,0,78
1955,0,87
1956,0,82
1957,0,63
1958,0,66
1959,6,55
1960,0,58
1961,0,75
1962,0,75
1963,0,71
1964,5,59
1965,0,44
1966,0,53
1967,0,55
1968,5,47
1969,0,52
1970,0,61
1971,0,60
1972,0,57
1973,0,62
1974,0,54
1975,0,43
1976,0,60
1977,0,55
1978,0,52
1979,0,55
1980,0,29
1981,0,44
1982,0,39
1983,0,41
1984,0,43
1985,0,36
1986,0,47
1987,0,44
1988,0,50
1989,0,45
1990,0,38
1991,0,46
1992,0,41
1993,0,31
1994,0,35
1995,0,28
1996,0,34
1997,0,37
1998,0,30
1999,0,31
2000,0,33
2001,0,27
2002,0,33
2003,0,29
2004,0,34
2005,0,27
2006,0,36
2007,0,18
2008,0,30
2009,0,13
2010,0,25
2011,0,23
2012,0,17
2013,0,20
2014,0,29
2015,0,31
2016,0,18
2017,0,16
2018,0,19
2019,0,18
