year,F,M
1880,0,11
1881,0,5
1882,0,7
1883,0,17
1884,0,17
1885,0,8
1886,0,8
1887,0,9
1888,0,13
1889,0,17
1890,0,9
1891,0,11
1892,0,15
1893,0,12
1894,0,8
1895,0,9
1896,0,20
1897,0,15
1898,0,18
1899,0,10
1900,0,18
1901,0,15
1902,0,26
1903,0,19
1904,0,16
1905,0,18
1906,0,19
1907,0,15
1908,0,15
1909,0,24
1910,0,17
1911,0,31
1912,0,83
1913,0,71
1914,0,111
1915,0,145
1916,0,180
1917,0,179
1918,0,193
1919,0,176
1920,0,213
1921,0,206
1922,0,213
1923,0,220
1924,0,231
1925,0,232
1926,0,225
1927,0,233
1928,0,264
1929,0,245
1930,5,229
1931,0,207
1932,0,189
1933,0,200
1934,0,226
1935,0,151
1936,0,184
1937,0,201
1938,0,176
1939,0,156
1940,0,174
1941,0,147
1942,0,165
1943,0,131
1944,0,157
1945,0,153
1946,0,142
1947,0,136
1948,0,119
1949,0,97
1950,0,115
1951,0,104
1952,0,92
1953,0,93
1954,0,92
1955,0,85
1956,0,94
1957,0,87
1958,0,77
1959,0,75
1960,0,63
1961,0,87
1962,0,56
1963,0,55
1964,0,65
1965,0,54
1966,0,57
1967,0,44
1968,0,36
1969,0,39
1970,0,31
1971,0,41
1972,0,33
1973,0,37
1974,0,37
1975,0,29
1976,0,27
1977,0,29
1978,0,25
1979,0,29
1980,0,29
1981,0,26
1982,0,24
1983,0,27
1984,0,18
1985,0,26
1986,0,19
1987,0,22
1988,0,27
1989,0,18
1990,0,22
1991,0,31
1992,0,17
1993,0,17
1994,0,21
1995,0,16
1996,0,19
1997,0,11
1998,0,7
1999,0,13
2000,0,16
2001,0,8
2002,0,17
2003,0,9
2004,0,6
2005,0,9
2006,0,8
2007,0,15
2008,0,15
2009,0,10
2010,0,12
2011,0,19
2012,0,20
2013,0,16
2014,0,14
2015,0,20
2016,0,16
2017,0,24
2018,0,28
2019,0,25
