year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,5
1918,0,0
1919,0,0
1920,0,5
1921,0,0
1922,0,0
1923,0,5
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,6
1932,0,0
1933,0,7
1934,0,0
1935,0,0
1936,0,0
1937,0,6
1938,0,11
1939,0,8
1940,0,27
1941,0,26
1942,0,24
1943,0,18
1944,0,22
1945,0,12
1946,0,17
1947,0,29
1948,0,31
1949,0,22
1950,0,36
1951,0,25
1952,0,38
1953,0,40
1954,0,44
1955,0,77
1956,0,61
1957,0,45
1958,0,81
1959,0,61
1960,0,66
1961,0,105
1962,0,100
1963,0,98
1964,0,107
1965,0,67
1966,0,85
1967,0,81
1968,0,115
1969,0,151
1970,0,159
1971,0,154
1972,0,140
1973,0,118
1974,0,136
1975,0,142
1976,0,133
1977,0,202
1978,0,172
1979,0,166
1980,0,153
1981,0,148
1982,0,151
1983,0,146
1984,0,121
1985,0,155
1986,0,113
1987,0,170
1988,0,158
1989,0,161
1990,0,150
1991,0,138
1992,0,189
1993,0,171
1994,0,187
1995,6,240
1996,0,290
1997,0,292
1998,0,279
1999,0,237
2000,0,264
2001,0,239
2002,7,279
2003,0,282
2004,8,269
2005,5,298
2006,0,330
2007,0,332
2008,0,354
2009,9,373
2010,0,411
2011,7,447
2012,6,521
2013,6,688
2014,9,975
2015,12,1340
2016,17,1767
2017,19,2197
2018,18,2312
2019,22,2378
