year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,8
1913,0,0
1914,0,5
1915,0,5
1916,0,0
1917,0,8
1918,0,9
1919,0,6
1920,0,6
1921,0,9
1922,0,7
1923,0,10
1924,0,6
1925,0,12
1926,0,12
1927,0,11
1928,0,6
1929,0,7
1930,0,12
1931,0,5
1932,0,0
1933,0,0
1934,0,0
1935,0,6
1936,0,6
1937,0,6
1938,0,0
1939,0,8
1940,0,0
1941,0,0
1942,0,8
1943,0,5
1944,0,9
1945,0,10
1946,0,13
1947,0,15
1948,0,15
1949,0,21
1950,0,26
1951,0,22
1952,0,30
1953,0,25
1954,0,28
1955,0,44
1956,0,36
1957,0,29
1958,0,23
1959,0,62
1960,0,97
1961,0,122
1962,0,123
1963,0,98
1964,0,85
1965,0,92
1966,0,87
1967,0,64
1968,0,55
1969,0,48
1970,0,34
1971,0,45
1972,0,30
1973,0,26
1974,0,30
1975,0,22
1976,0,23
1977,0,21
1978,0,35
1979,0,30
1980,0,30
1981,0,50
1982,0,40
1983,0,53
1984,0,52
1985,0,54
1986,0,59
1987,0,58
1988,0,52
1989,0,75
1990,0,69
1991,0,55
1992,0,48
1993,0,39
1994,0,46
1995,0,34
1996,0,27
1997,0,36
1998,0,27
1999,0,19
2000,0,29
2001,0,24
2002,0,9
2003,0,17
2004,0,21
2005,0,24
2006,0,21
2007,0,25
2008,0,21
2009,0,17
2010,0,22
2011,0,17
2012,0,0
2013,0,18
2014,0,14
2015,0,20
2016,0,11
2017,0,10
2018,0,10
2019,0,15
