year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,7,0
1914,5,0
1915,5,0
1916,6,0
1917,8,0
1918,12,0
1919,6,0
1920,10,0
1921,18,0
1922,13,0
1923,10,0
1924,6,0
1925,12,0
1926,6,0
1927,9,0
1928,12,0
1929,8,0
1930,6,0
1931,11,0
1932,6,0
1933,5,0
1934,6,0
1935,5,0
1936,0,0
1937,6,0
1938,0,0
1939,8,0
1940,0,0
1941,9,0
1942,9,0
1943,0,0
1944,6,0
1945,10,0
1946,10,0
1947,14,0
1948,9,0
1949,14,0
1950,16,0
1951,19,0
1952,16,0
1953,20,0
1954,19,0
1955,22,0
1956,30,0
1957,27,0
1958,24,0
1959,33,0
1960,28,0
1961,40,0
1962,36,0
1963,43,0
1964,27,0
1965,32,0
1966,29,0
1967,24,0
1968,23,0
1969,26,0
1970,19,0
1971,43,0
1972,39,0
1973,40,0
1974,53,0
1975,41,0
1976,54,0
1977,59,0
1978,50,0
1979,42,0
1980,47,0
1981,43,0
1982,38,0
1983,30,0
1984,35,0
1985,42,0
1986,30,0
1987,25,0
1988,34,0
1989,53,0
1990,39,0
1991,43,0
1992,40,0
1993,47,0
1994,32,0
1995,49,0
1996,30,0
1997,45,0
1998,38,0
1999,30,0
2000,36,0
2001,28,0
2002,44,0
2003,85,0
2004,32,0
2005,36,0
2006,27,0
2007,31,0
2008,18,0
2009,9,0
2010,16,0
2011,20,0
2012,21,0
2013,8,0
2014,18,0
2015,9,0
2016,12,0
2017,7,0
2018,6,0
2019,8,0
