year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,5
1898,0,0
1899,0,0
1900,0,5
1901,0,7
1902,0,0
1903,0,0
1904,0,5
1905,0,5
1906,0,6
1907,0,5
1908,0,9
1909,0,6
1910,0,14
1911,0,22
1912,6,26
1913,6,33
1914,5,51
1915,5,60
1916,6,64
1917,9,98
1918,6,62
1919,6,54
1920,8,72
1921,8,70
1922,8,87
1923,9,72
1924,7,57
1925,9,60
1926,5,66
1927,0,58
1928,6,69
1929,5,68
1930,8,72
1931,5,80
1932,10,71
1933,8,65
1934,5,80
1935,5,66
1936,6,79
1937,0,80
1938,6,73
1939,0,68
1940,6,73
1941,6,87
1942,9,93
1943,8,84
1944,0,79
1945,0,75
1946,5,91
1947,0,86
1948,8,82
1949,6,88
1950,0,72
1951,6,82
1952,12,66
1953,7,85
1954,6,67
1955,6,73
1956,0,52
1957,7,68
1958,7,55
1959,0,48
1960,6,46
1961,0,46
1962,0,49
1963,0,48
1964,0,58
1965,0,44
1966,0,27
1967,0,44
1968,0,44
1969,0,35
1970,5,34
1971,0,37
1972,0,19
1973,0,20
1974,0,31
1975,0,17
1976,0,30
1977,0,24
1978,0,26
1979,0,19
1980,7,21
1981,7,31
1982,6,35
1983,0,35
1984,5,26
1985,6,47
1986,6,45
1987,6,50
1988,5,45
1989,0,66
1990,5,67
1991,8,47
1992,0,52
1993,0,34
1994,0,23
1995,0,31
1996,0,26
1997,5,19
1998,0,16
1999,0,16
2000,0,11
2001,0,19
2002,0,14
2003,0,13
2004,0,15
2005,0,15
2006,0,14
2007,0,9
2008,0,16
2009,0,10
2010,0,15
2011,0,10
2012,0,12
2013,0,10
2014,0,9
2015,0,10
2016,0,13
2017,0,9
2018,0,12
2019,0,11
