year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,12,0
1943,5,0
1944,12,0
1945,29,0
1946,14,0
1947,33,0
1948,28,0
1949,48,0
1950,46,0
1951,39,0
1952,41,0
1953,46,0
1954,64,0
1955,93,0
1956,94,0
1957,74,0
1958,90,0
1959,105,0
1960,125,0
1961,113,0
1962,131,0
1963,119,0
1964,108,0
1965,119,0
1966,124,0
1967,76,0
1968,83,0
1969,75,0
1970,55,0
1971,76,0
1972,56,0
1973,51,0
1974,59,0
1975,59,0
1976,49,0
1977,47,0
1978,46,0
1979,62,0
1980,49,0
1981,65,0
1982,52,0
1983,62,0
1984,62,0
1985,50,0
1986,42,0
1987,44,0
1988,65,0
1989,45,0
1990,71,0
1991,49,0
1992,55,0
1993,37,0
1994,48,0
1995,54,0
1996,31,0
1997,39,0
1998,54,0
1999,36,0
2000,43,0
2001,32,0
2002,49,0
2003,46,0
2004,33,0
2005,25,0
2006,20,0
2007,30,0
2008,31,0
2009,22,0
2010,22,0
2011,30,0
2012,33,0
2013,17,0
2014,27,0
2015,16,0
2016,25,0
2017,23,0
2018,24,0
2019,20,0
