year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,9,0
1912,9,0
1913,8,0
1914,12,0
1915,11,0
1916,14,0
1917,18,0
1918,24,0
1919,26,0
1920,26,0
1921,22,0
1922,23,0
1923,16,0
1924,34,0
1925,24,0
1926,25,0
1927,21,0
1928,19,0
1929,23,0
1930,20,0
1931,19,0
1932,11,0
1933,19,0
1934,12,0
1935,11,0
1936,12,0
1937,13,0
1938,14,0
1939,12,0
1940,17,0
1941,16,0
1942,15,0
1943,13,0
1944,19,0
1945,0,0
1946,11,0
1947,13,0
1948,19,0
1949,11,0
1950,11,0
1951,16,0
1952,13,0
1953,7,0
1954,10,0
1955,7,0
1956,10,0
1957,12,0
1958,7,0
1959,17,0
1960,10,0
1961,12,0
1962,10,0
1963,12,0
1964,9,0
1965,10,0
1966,7,0
1967,9,0
1968,14,0
1969,15,0
1970,12,0
1971,5,0
1972,12,0
1973,13,0
1974,11,0
1975,10,0
1976,11,0
1977,11,0
1978,13,0
1979,11,0
1980,9,0
1981,12,0
1982,24,0
1983,10,0
1984,7,0
1985,14,0
1986,17,0
1987,13,0
1988,16,0
1989,16,0
1990,15,0
1991,23,0
1992,17,0
1993,17,0
1994,27,0
1995,28,0
1996,24,0
1997,35,0
1998,25,0
1999,36,0
2000,46,0
2001,25,0
2002,27,0
2003,32,0
2004,29,0
2005,37,0
2006,23,0
2007,29,0
2008,41,0
2009,29,0
2010,29,0
2011,19,0
2012,22,0
2013,29,0
2014,21,0
2015,32,0
2016,12,0
2017,20,0
2018,18,0
2019,14,0
