year,Boys,Girls
1880,0,5
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,6
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,9
1913,0,14
1914,0,7
1915,0,0
1916,0,12
1917,0,11
1918,0,6
1919,0,7
1920,0,8
1921,0,12
1922,0,9
1923,0,8
1924,0,6
1925,0,8
1926,0,8
1927,0,11
1928,0,9
1929,0,0
1930,0,0
1931,0,12
1932,0,0
1933,0,13
1934,0,6
1935,0,13
1936,0,7
1937,0,8
1938,0,0
1939,0,0
1940,0,13
1941,0,9
1942,0,6
1943,0,10
1944,0,6
1945,0,10
1946,0,16
1947,0,12
1948,0,13
1949,0,10
1950,0,0
1951,0,14
1952,0,8
1953,0,14
1954,0,8
1955,0,19
1956,0,14
1957,0,19
1958,0,26
1959,0,41
1960,0,40
1961,0,42
1962,0,30
1963,0,24
1964,0,23
1965,0,25
1966,0,24
1967,0,26
1968,7,28
1969,0,29
1970,8,23
1971,11,25
1972,0,31
1973,0,20
1974,9,44
1975,7,30
1976,8,49
1977,10,37
1978,19,24
1979,15,29
1980,23,21
1981,13,31
1982,11,16
1983,14,18
1984,8,22
1985,9,23
1986,6,14
1987,7,32
1988,11,24
1989,9,34
1990,10,20
1991,6,28
1992,7,29
1993,6,43
1994,6,33
1995,5,35
1996,5,45
1997,16,31
1998,0,57
1999,8,54
2000,0,54
2001,7,78
2002,5,91
2003,5,89
2004,0,116
2005,5,141
2006,0,150
2007,0,180
2008,0,137
2009,6,126
2010,0,137
2011,0,132
2012,0,104
2013,0,113
2014,0,104
2015,0,94
2016,0,91
2017,0,83
2018,0,93
2019,0,76
