year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,6,0
1924,0,0
1925,0,0
1926,6,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,6,0
1935,5,0
1936,0,0
1937,0,0
1938,8,0
1939,17,0
1940,15,0
1941,17,5
1942,41,7
1943,49,6
1944,51,8
1945,78,0
1946,98,7
1947,116,8
1948,107,7
1949,88,5
1950,105,6
1951,108,0
1952,111,6
1953,101,6
1954,121,7
1955,106,5
1956,112,9
1957,108,14
1958,113,0
1959,75,7
1960,95,8
1961,110,7
1962,95,7
1963,90,10
1964,97,0
1965,72,10
1966,94,7
1967,100,9
1968,101,10
1969,121,0
1970,114,8
1971,103,7
1972,190,0
1973,167,7
1974,144,6
1975,130,7
1976,110,13
1977,114,11
1978,117,8
1979,151,7
1980,149,0
1981,138,5
1982,128,0
1983,143,0
1984,117,0
1985,129,5
1986,126,6
1987,103,7
1988,92,0
1989,98,0
1990,57,0
1991,64,0
1992,54,0
1993,54,0
1994,50,5
1995,52,9
1996,50,0
1997,44,0
1998,34,0
1999,22,0
2000,16,0
2001,19,0
2002,16,0
2003,17,0
2004,21,5
2005,10,0
2006,13,0
2007,12,0
2008,16,0
2009,10,0
2010,9,0
2011,21,0
2012,22,0
2013,20,0
2014,15,0
2015,14,0
2016,10,0
2017,5,0
2018,5,0
2019,6,0
