year,F,M
1880,0,0
1881,0,0
1882,0,7
1883,0,5
1884,0,7
1885,0,5
1886,0,0
1887,0,0
1888,0,6
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,6
1895,0,0
1896,0,6
1897,0,0
1898,0,0
1899,0,5
1900,0,7
1901,0,6
1902,0,6
1903,0,0
1904,0,8
1905,0,0
1906,0,8
1907,0,8
1908,0,9
1909,0,14
1910,0,10
1911,0,16
1912,0,45
1913,0,55
1914,0,91
1915,0,92
1916,0,109
1917,0,134
1918,0,140
1919,0,131
1920,0,140
1921,0,125
1922,0,125
1923,0,132
1924,0,155
1925,0,135
1926,0,132
1927,0,142
1928,0,123
1929,0,93
1930,0,113
1931,0,65
1932,0,76
1933,0,72
1934,0,69
1935,0,57
1936,0,66
1937,0,51
1938,0,61
1939,0,55
1940,0,61
1941,0,75
1942,0,87
1943,0,85
1944,0,64
1945,0,65
1946,0,65
1947,0,92
1948,0,79
1949,0,95
1950,0,92
1951,0,119
1952,0,115
1953,0,88
1954,0,108
1955,0,97
1956,0,107
1957,0,99
1958,0,98
1959,0,79
1960,0,91
1961,0,86
1962,0,90
1963,0,79
1964,0,83
1965,0,75
1966,0,84
1967,0,99
1968,0,121
1969,0,102
1970,0,130
1971,0,111
1972,0,119
1973,0,136
1974,0,122
1975,0,138
1976,0,173
1977,0,270
1978,0,575
1979,0,606
1980,7,680
1981,5,617
1982,0,588
1983,7,647
1984,0,619
1985,6,671
1986,0,756
1987,5,789
1988,6,823
1989,6,1048
1990,0,998
1991,0,1002
1992,0,1067
1993,0,1085
1994,0,1079
1995,0,1053
1996,0,1067
1997,0,1083
1998,0,1156
1999,0,1138
2000,0,1089
2001,0,972
2002,0,891
2003,0,911
2004,5,1069
2005,0,939
2006,0,937
2007,0,841
2008,0,738
2009,0,620
2010,0,565
2011,0,462
2012,0,457
2013,0,380
2014,0,334
2015,0,338
2016,0,300
2017,0,221
2018,0,264
2019,0,207
